valid|entry|cnt_words|pronounce|syllabary|english|mco
|ᎤᏅᏥ|4|Gohida ahv gadohi unhji.|ᎪᎯᏓ ᎠᎲ ᎦᏙᎯ ᎤᏅᏥ.|The snow stayed on the ground for a long time.|
|ᎣᏏ|4|Hadlv dajikahni hia osi?|ᎭᏢ ᏓᏥᎧᏂ ᎯᎠ ᎣᏏ?|Where shall I set this stove?|
|ᎫᎫ|4|Hia gugu unvdi dadlisdi.|ᎯᎠ ᎫᎫ ᎤᏅᏗ ᏓᏟᏍᏗ.|These bottles contain milk.|
|ᏩᏥ|4|Hila ahliili adiha waji?|ᎯᎳ ᎠᏟᎢᎵ ᎠᏗᎭ ᏩᏥ?|What time does the clock say?|
|ᎦᏓᏗ|4|Hila nuwetiya na gadadi?|ᎯᎳ ᏄᏪᏘᏯ Ꮎ ᎦᏓᏗ?|How old is that flag?|
|ᎤᎵᏍᏗ|4|Hla udohiyu ulisdi yigi.|Ꮭ ᎤᏙᎯᏳ ᎤᎵᏍᏗ ᏱᎩ.|He's not too weak.|
|ᎰᏩ|4|Let's both go swimming. Okay.|ᎢᎾᏓᏬᎤᎦ. ᎰᏩ.|Inadawouga. Howa.|
|ᎤᏰᎢ|4|Na agehya uhyehi uhyoha.|Ꮎ ᎠᎨᏯ ᎤᏰᎢ ᎤᏲᎭ.|That woman's husband is looking for xher.|
|ᎦᏂᏍᏓ|4|Udli wijaduga na gansda.|ᎤᏟ ᏫᏣᏚᎦ Ꮎ ᎦᏲᏍᏓ.|Throw that stick away.|
|ᎠᎪᏍᏗ|4|Agosd hawiya ugv hlvdaji.|ᎠᎪᏍᏗ ᎭᏫᏯ ᎤᎬ ᏢᏓᏥ.|The lion ate some raw meat.|
|ᎠᎵᎢ|4|Alii ulsgeda yvwi anehvi.|ᎠᎵᎢ ᎤᎵᏍᎨᏓ ᏴᏫ ᎠᏁᎲᎢ.|Friendship is important in the lives of people.|
|Ꮎ|4|Na! Ahani adela jikstuga.|Ꮎ! ᎠᎭᏂ ᎠᏕᎳ ᏥᏍᎩᏚᎦ.|Here! Here is the money I owe you!|
|ᎤᎦᎹ|4|Gado usdi ugama jaduliha?|ᎦᏙ ᎤᏍᏗ ᎤᎦᎹ ᏣᏚᎵᎭ?|What kind of soup do you want?|
|ᎤᎪᏗ|4|Gado usdi ugodi jalvkwdi?|ᎦᏙ ᎤᏍᏗ ᎤᎪᏗ ᏣᎸᏉᏗ?|Which one do you like more?|
|ᎤᏲᎷᎭ|4|Gado usdi uhyoluha amayi?|ᎦᏙ ᎤᏍᏗ ᎤᏲᎷᎭ ᎠᎹᏱ?|What's floating on the water?|
|ᎠᏍᎦᏂ|4|Gado usdi wutanv asgahni?|ᎦᏙ ᎤᏍᏗ ᏭᏔᏅ ᎠᏍᎦᏂ?|What is the biggest sin?|
|ᎠᎵᏍᏚᎶ|4|Hadlv janese hia alsdulo?|ᎭᏢ ᏣᏁᏎ ᎯᎠ ᎠᎵᏍᏚᎶ?|Where did you get this cap?|
|ᎦᏁᎯᏯᎠ|4|Hila iga unvdi janehiyei?|ᎯᎳ ᎢᎦ ᎤᏅᏗ ᏣᏁᎯᏰᎢ?|How much milk did you leave?|
|ᏏᏆ|4|Hila iyudageda na sihgwa?|ᎯᎳ ᎢᏳᏓᎨᏓ Ꮎ ᏏᏆ?|How much does that pig weigh?|
|ᎠᏲᎱᏍᎦ|4|Hila iyv jigesv uyohusei?|ᎯᎳ ᎢᏴ ᏥᎨᏒ ᎤᏲᎱᏎᎢ?|When did he die?|
|ᏧᏴᏢᎢ|4|Juhyvdlv didla jukti ganolvsgvi.|ᏧᏴᏢᎢ ᏗᏜ ᏧᎦᏘ ᎦᏃᎸᏍᎬᎢ.|The wind is from the north.|
|ᎤᏓᏅᏅᎢ|4|Nuna dudanvhnv ayehli ai.|ᏄᎾ ᏚᏓᏅᏅ ᎠᏰᏟ ᎠᎢ.|He's walking between two rows of potatoes.|
|ᎠᎭᏂ, ᎠᏂ|4|Ahani donadlosvi kohi yvi.|ᎠᎭᏂ ᏙᎾᏠᏒᎢ ᎪᎯ ᏴᎢ.|Let's both meet here after a while.|
|ᏓᏄᎪᎢ|4|Dahnugo nav gohlv gatiyoi.|ᏓᏄgo ᎾᎥ ᎪᏢ ᎦᏘᏲᎢ.|Is there a stompground near Vian?|
|ᎤᏓᏁᎲᎢ|4|Ama udanehv adawoa jisgwa.|ᎠᎹ ᎤᏓᏁᎲ ᎠᏓᏬᎠ ᏥᏍᏆ.|A bird is bathing in a puddle of water.|
|ᏍᎪᎯᏥᏆ|4|Dlv sgohitsgwa naniv yvwi.|Ꮲ ᏍᎪᎯᏥᏍᏆ ᎾᏂᎥ ᏴᏫ.|There were about a hundred people.|
|ᎠᏗᏔᏍᏗ|4|Gado usdi aditasdi jaduli?|ᎦᏙ ᎤᏍᏗ ᎠᏗᏔᏍᏗ ᏣᏚᎵ?|What kind of a drink do you want?|
|ᎦᎳᏅᏛᎢ|4|Gado usdi galanvdi hinela?|ᎦᏙ ᎤᏍᏗ ᎦᎳᏅᏗ ᎯᏁᎳ?|Which street do you live on?|
|ᎠᎹᏢᏗᎢ|4|Gago usgosei hia amahldii?|ᎦᎪ ᎤᏍᎪᏎᎢ ᎯᎠ ᎠᎹᏢᏗᎢ?|Who dug this water well?|
|ᎠᏝᎲᏍᎦ|4|Gasgilv hihlahvga na gugu.|ᎦᏍᎩᎸ ᎯᏝᎲᎦ Ꮎ ᎫᎫ.|Put the bottle on the table.|
|ᏒᎯ|4|Hadlv hedohe svhi jigesvi?|ᎭᏢ ᎮᏙᎮ ᏒᎯ ᏥᎨᏒᎢ?|Where were you yesterday?|
|ᎠᎫᏌ|4|Hia achuja Agusa Ayvwiyai.|ᎯᎠ ᎠᏧᏣ ᎠᎫᏌ ᎠᏴᏫᏯᎢ.|This boy is a Creek Indian.|
|ᎠᏴᏫᏯᎢ|4|Hia achuja akali Ayvwiyai.|ᎯᎠ ᎠᏧᏣ ᎠᎧᎵ ᎠᏴᏫᏯᎢ.|This boy is a full-blooded Indian.|
|ᎬᏂᏍᎦ|4|Hila iyv gvnsgo kanugahli?|ᎯᎳ ᎢᏴ ᎬᏂᏍᎪ ᎧᏄᎦᏟ?|When do blackberries get ripe?|
|ᎠᎭᎳᏓ|4|Hla kilo yulvkwdi ahalada.|Ꮭ ᎩᎶ ᏳᎸᏉᏗ ᎠᎭᎳᏓ.|Nobody likes a loudmouth.|
|ᎦᎵᎦ|4|Joi jusvhida ulijv inagei.|ᏦᎢ ᏧᏒᎯᏓ ᎤᎵᏨ ᎢᎾᎨᎢ.|The forest burned for three days.|
|ᎦᏟᎭ|4|Kila usv gayula gahliho?i.|ᎩᎳ ᎤᏒ ᎦᏳᎳ ᎦᏟᎰᎢ.|Early at night he's already asleep.|
|ᏥᎪᏯ|4|Ni! Tsgoya ukila uwaihlvi.|Ꮒ! ᏥᎪᏯ ᎤᎩᎳ ᎤᏩᎢᏢᎢ.|Look! There's a bug on the bush.|
|ᏢᏓᏥ, ᏢᏓᏥ|4|Odalv ehi hlvdaji gehloha.|ᎣᏓᎸ ᎡᎯ ᏢᏓᏥ ᎨᏠᎭ.|He's feeding a mountain lion.|
|ᎤᎭ|4|Sgohi iyuhliloda gada uha.|ᏍᎪᎯ ᎢᏳᏟᎶᏓ ᎦᏓ ᎤᎭ.|He has ten acres of land.|
|ᎪᏛᏍᎦ|4|Usv jigesv utana agotanvi.|ᎤᏒ ᏥᎨᏒ ᎤᏔᎾ ᎠᎪᏔᏅᎢ.|Last night l built a big fire.|
|ᏓᎩᏏ|4|Uyanu gvhdi usduisv daksi.|ᎤᏯᏅ ᎬᏗ ᎤᏍᏚᎢᏒ ᏓᎩᏏ.|He opened the lock with a wire.|
|ᏄᏓᎴᎢ|4|Wili nudale dagwalela uha.|ᏫᎵ ᏄᏓᎴ ᏓᏆᎴᎳ ᎤᎭ.|Willy has a different car.|
|ᎠᎦᏔ|4|Akta ayelvhi akahna sagwui.|ᎠᎦᏔ ᎠᏰᎸᎯ ᎠᎧᎿ ᏌᏊᎢ.|He has one artificial eye.|
|ᎠᏂᏍᏆᏂᎢ|4|Anisgwani dagesi gogi iyvi.|ᎠᏂᏍᏆᏂ ᏓᎨᏏ ᎪᎩ ᎢᏴᎢ.|I'm going to Mexico in the summer.|
|ᎠᏐᏴᎢ|4|Asohyv ukila jitaga achvya.|ᎠᏐᏴ ᎤᎩᎳ ᏥᏔᎦ ᎠᏨᏯ.|The rooster is sitting on the fence.|
|ᎠᎱᏗᎠ|4|Ama alidlisgv dahudia selu.|ᎠᎹ ᎠᎵᏟᏍᎬ ᏓᎱᏗᎠ ᏎᎷ.|He's putting some corn in the boiling water.|
|ᎠᏥᎳ|4|Amayi ehi ajila igihyaluga.|ᎠᎹᏱ ᎡᎯ ᎠᏥᎳ ᎢᎩᏯᎷᎦ.|Let's all go look for some watercress.|
|ᎦᏙᏍᎦ|4|Asiladv gadv ahnawo udosvi.|ᎠᏏᎳᏛ ᎦᏛ ᎠᎿᏩ ᎤᏙᏒᎢ.|The shirt fell from the line.|
|ᎠᏰᎸᎢ|4|Ayehli iyv ayelv duleyvsvi.|ᎠᏰᏟ ᎢᏴ ᎠᏰᎸ ᏚᎴᏴᏒᎢ.|He burned half of his body.|
|ᎠᎯᎵ|4|Dlogesi didla dahili wahga.|ᏠᎨᏏ ᏗᏜ ᏓᎯᎵ ᏩᎦ.|He's driving the cattle toward the pasture.|
|ᎧᎸᎢ|4|Gado usdi kalv jadetiyisgi?|ᎦᏙ ᎤᏍᏗ ᎧᎸ ᏣᏕᏘᏱᏍᎩ?|What month is your birthday?|
|ᎤᏓᏂᎳᎨᎢ|4|Gado usdi jigi udahnilagei?|ᎦᏙ ᎤᏍᏗ ᏥᎩ ᎤᏓᏂᎳᎨᎢ?|Which is the oldest one?|
|ᎤᏪᏥ ᎠᏍᎦᏯ|4|Gago uhyanvhe uweji asgaya?|ᎦᎪ ᎤᏯᏅᎮ ᎤᏪᏥ ᎠᏍᎦᏯ?|Who did his son marry?|
|ᎫᎴ ᏗᏍᎪᏂᎯ|4|Gule disgohni ganohilisv jigowhti.|ᎫᎴ ᏗᏍᎪᏂ ᎦᏃᎯᎵᏒ ᏥᎪᏩᏘ.|I see a mourning dove flying.|
|ᎢᎬᏱᎢ|4|Hia asgaya igvyi gawonisgi.|ᎯᎠ ᎠᏍᎦᏯ ᎢᎬᏱ ᎦᏬᏂᏍᎩ.|This man is the first speaker.|
|ᎠᏍᏘ|4|Hila iganvhida asti jaduli?|ᎯᎳ ᎢᎦᏅᎯᏓ ᎠᏍᏘ ᏣᏚᎵ?|How long a string do you want?|
|ᎠᎪᏂᎭ|4|Ije gahljadi gvhdi agoniha.|ᎢᏤ ᎦᎵᏣᏗ ᎬᏗ ᎠᎪᏂᎭ.|He's target practicing with a new bow.|
|ᏗᎯᎯ|4|Inada dihihi gihli uwakaha.|ᎢᎾᏓ ᏗᎯᎯ ᎩᏟ ᎤᏩᎧᎭ.|He has a dog that's a snake killer.|
|ᎤᎬᎭᏟ|4|Jalagis ugvhahli na asgaya?|ᏣᎳᎩᏍ ᎤᎬᎭᏟ Ꮎ ᎠᏍᎦᏯ?|Is that man part Cherokee?|
|ᎠᏍᎦᎾᎢ|4|Kilois eha asgana nigesvna?|ᎩᎶᎢᏍ ᎡᎭ ᎠᏍᎦᎾ ᏂᎨᏒᎾ?|Is there anyone living who is not a sinner?|
|ᎦᏐᎯᎢ|4|Na asgay gasohi uwesdaneha.|Ꮎ ᎠᏍᎦᏯ ᎦᏐᎯ ᎤᏪᏍᏓᏁᎭ.|The man's back hurts.|
|ᏲᏁᎦ, ᏴᏭᏁᎦ|4|Na ayonega yonega gawoniha.|Ꮎ ᎠᏲᏁᎦ ᏲᏁᎦ ᎦᏬᏂᎭ.|That white man is speaking English.|
|ᎠᏑᎵᎠ|4|Nudale kilo usulo usulanvi.|ᏄᏓᎴ ᎩᎶ ᎤᏑᎶ ᎤᏑᎳᏅᎢ.|He put on someone else's pants.|
|ᎦᏙᎦ|4|Saloli gatohga gadaa getvi.|ᏌᎶᎵ ᎦᏙᎦ ᎦᏓᎠ ᎨᏛᎢ.|There is a squirrel tail hanging on a pole.|
|ᎪᏎᎭ|4|Siyo adiha hiyoselv higovi.|ᏏᏲ ᎠᏗᎭ ᎯᏲᏎᎸ ᎯᎪᎥᎢ.|Tell him I said hello when you see him.|
|ᎤᎨᏳᎿᎢ|4|Udohiyu ugeyuhna na asgaya.|ᎤᏙᎯᏳ ᎤᎨᏳᎿ Ꮎ ᎠᏍᎦᏯ.|That man is really stingy.|
|ᎧᏃᏰᎭ|4|Usdi ujeli kanoyeha udajii.|ᎤᏍᏗ ᎤᏤᎵ ᎧᏃᏰᎭ ᎤᏓᏥᎢ.|The mother is fanning xher baby.|
|ᏕᎦᎵᏗ|4|Degahldi kali duwutesv sohi.|ᏕᎦᎵᏗ ᎧᎵ ᏚᏭᏖᏒ ᏐᎢ.|He picked a sack full of hickory nuts.|
|ᎡᎵᏍᏗ|4|Elisdi yikanohvla uhna egvi.|ᎡᎵᏍᏗ ᏱᎧᏃᎲᎳ ᎤᎿ ᎡᎬᎢ.|It seems like he would say where he is going.|
|ᎦᎶᏅᏗᎭ|4|Hilonhda tsgoya nunv jukila.|ᎯᎶᏅᏓ ᏥᎪᏯ ᏄᏅ ᏧᎩᎳ.|Knock the bug off the potato.|
|ᏧᎳᏍᎩ|4|Julasgi usgahljv hia asgaya.|ᏧᎳᏍᎩ ᎤᏍᎦᎵᏨ ᎯᎠ ᎠᏍᎦᏯ.|This man was bitten by an alligator.|
|ᏏᎦ|4|Siga wuwedolv udo juwenvsvi.|ᏏᎦ ᏭᏪᏙᎸ ᎤᏙ ᏧᏪᏅᏒᎢ.|He went to his sister's home for one day.|
|ᎤᎩᏨᏓ ᎢᏴᎢ|4|Ugijvda iyv kila wagiluhjvi.|ᎤᎩᏨᏓ ᎢᏴ ᎩᎳ ᏩᎩᎷᏨᎢ.|I didn't get there until the next morning.|
|ᎤᏍᏗ ᎦᏅᏅᎢ|4|Usdi ganvhnv aisv ulenahlvi.|ᎤᏍᏗ ᎦᏅᏅ ᎠᎢᏒ ᎤᎴᎾᏢᎢ.|He got lost walking through a trail.|
|ᎤᏪᏘ|4|Uweti osi aganawohisdii uha.|ᎤᏪᏘ ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗᎢ ᎤᎭ.|He has an old heating stove.|
|ᏓᏎᎯᎭ|4|Adela aktiyi adela dasehiha.|ᎠᏕᎳ ᎠᎦᏘᏱ ᎠᏕᎳ ᏓᏎᎯᎭ.|The treasurer is counting money.|
|ᎤᏲᎱᏎᎭ|4|Amayi hawini uyohuselv waji.|ᎠᎹᏱ ᎭᏫᏂ ᎤᏲᎱᏎᎸ ᏩᏥ.|He lost his watch underwater.|
|ᏯᏖᎾ|4|Gado dotvhtani na juhyatena?|ᎦᏙ ᏙᏛᏔᏂ Ꮎ ᏧᏯᏖᎾ?|What are you going to use those boards for?|
|ᎢᎾᏓ|4|Gado usdi inada wiganayegvi?|ᎦᏙ ᎤᏍᏗ ᎢᎾᏓ ᏫᎦᎾᏰᎬᎢ?|Which snake is the most dangerous?|
|ᎤᎦᏌᏔ|4|Gado usdi uksata jadlawadvi?|ᎦᏙ ᎤᏍᏗ ᎤᎧᏌᏔ ᏣᏜᏩᏛᎢ?|What's that sticking out of your pocket?|
|Ꮭ ᎪᎱᏍᏗ|4|Gadogi hadisge? Hla gohusdi.|ᎦᏙᎩ ᎭᏗᏍᎨ? Ꮭ ᎪᎱᏍᏗ.|What were you saying? Nothing.|
|ᎦᏔ|4|Getv gata anagalisgi ajvsdi.|ᎨᏛ ᎦᏔ ᎠᎾᎦᎵᏍᎩ ᎠᏨᏍᏗ.|An electric light is hanging from a pole.|
|ᎠᎦᏔᎿᎢ|4|Hia asgaya udohiyu aktahnai.|ᎯᎠ ᎠᏍᎦᏯ ᎤᏙᎯᏳ ᎠᎦᏔᎿᎢ.|This man is very knowledgeable.|
|ᎩᎵᏏ|4|Hia nigvhna Gilisi gohwelvi.|ᎯᎠ ᏂᎬᎿ ᎩᎵᏏ ᎪᏪᎸᎢ.|This is how it is written in English.|
|ᏔᎹᏟ|4|Hila iga tamahli dejaduliha?|ᎯᎳ ᎢᎦ ᏔᎹᏟ ᏕᏣᏚᎵᎭ?|How many tomatoes do you want?|
|ᎬᎾ|4|Hila iyanii gvna dehinahlaa?|ᎯᎳ ᎢᏯᏂᎢ ᎬᎾ ᏕᎯᎾᏝᎠ?|How many turkeys do you own?|
|ᎤᏕᎩ|4|Hila nania unadegi dejikaha?|ᎯᎳ ᎾᏂᎠ ᎤᎾᏕᎩ ᏕᏥᎧᎭ?|How many pitchers do you all have?|
|ᎤᎸᏓ|4|Hla gohusdi yagwvneho ulvda.|Ꮭ ᎪᎱᏍᏗ ᏯᏋᏁᎰ ᎤᎸᏓ.|I'm not allergic to poison ivy.|
|ᎤᎿᎷᏛᎢ|4|Igada duhnaludv jusdi gesoi.|ᎢᎦᏓ ᏚᎿᎷᏛ ᏧᏍᏗ ᎨᏐᎢ.|Some islands are small.|
|ᎣᏂ ᏗᏜ|4|Jidogv ohni didla hidogesdi.|ᏥᏙᎬ ᎣᏂ ᏗᏜ ᎯᏙᎨᏍᏗ.|Stand behind me.|
|ᎠᏎᏒᏓ|4|Na asaladv asesvda nigalsda.|Ꮎ ᎠᏌᎳᏛ ᎠᏎᏒᏓ ᏂᎦᎵᏍᏓ.|The motion has been withdrawn.|
|ᎦᏂᏟ|4|Na asgaya ganihli dayuhwasi.|Ꮎ ᎠᏍᎦᏯ ᎦᏂᏟ ᏓᏳᏩᏏ.|The man is going to buy a bed.|
|ᎣᎦᎾ|4|Na asgaya ogana dasadvvsgoi.|Ꮎ ᎠᏍᎦᏯ ᎣᎦᎾ ᏓᏌᏛᎥᏍᎪᎢ.|That man traps groundhogs.|
|ᎤᏢᏈᏗ|4|Na asgaya udlvkwdi ujelvsoi.|Ꮎ ᎠᏍᎦᏯ ᎤᏢᏈᏗ ᎤᏤᎸᏐᎢ.|That man acts sophisticated.|
|ᎦᏓᎫᎫ|4|Nihis johlvhne hia gadagugu?|ᏂᎯᏍ ᏦᏢᏁ ᎯᎠ ᎦᏓᎫᎫ?|Did you make this crock?|
|ᎠᎦᏖᎷᎲᏍᎦ|4|Nvya gvhdi ukteluhnv achuja.|ᏅᏯ ᎬᏗ ᎤᎦᏖᎷᏅ ᎠᏧᏣ.|He hit the boy in the eye with a rock|
|ᎤᎿᏍᏆᎶᎠ|4|Nvya utana ahv uhnasgwalovi.|ᏅᏯ ᎤᏔᎾ ᎠᎲ ᎤᎿᏍᏆᎶᎥᎢ.|He stubbed his toe on a big rock.|
|ᎤᏓᎸᏉᏗ|4|Udohiyu udalvkwdi na achuja.|ᎤᏙᎯᏳ ᎤᏓᎸᏉᏗ Ꮎ ᎠᏧᏣ.|That boy is really snobbish.|
|ᎤᏲᎭ|4|Waji juyohuselv svhi uhyoha.|ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ ᎤᏲᎭ.|He is looking for the watch he lost yesterday.|
|ᎤᎬᎯᏍᏗ|4|Wesa anida unikvhisdi gesoi.|ᏪᏌ ᎠᏂᏓ ᎤᏂᎬᎯᏍᏗ ᎨᏐᎢ.|Kittens are cute.|
|ᎠᏣᏓ|4|Ajahdas na asgaya, Ajalagike?|ᎠᏣᏓᏍ Ꮎ ᎠᏍᎦᏯ, ᎠᏣᎳᎩᎨ?|Is that man a Choctaw or Cherokee?|
|ᎠᎹ|4|Ama higisv digaduhv hwedolvi.|ᎠᎹ ᎯᎩᏒ ᏗᎦᏚᎲ ᏪᏙᎸᎢ.|Get some salt when you go to town.|
|ᎦᏙ ᎤᏍᏗ|4|Gado usdi ulsuhwida tisuhwis?|ᎦᏙ ᎤᏍᏗ ᎤᎵᏑᏫᏓ ᏘᏑᏫᏍ?|Which color are you going to paint it?|
|ᎦᏌᎴᏂ|4|Gasaleni hahnawov doyi hesvi.|ᎦᏌᎴᏂ ᎭᎿᏬᎥ ᏙᏱ ᎮᏒᎢ.|Put on a coat when you go outside.|
|ᎠᏔᎳᏗᎠ|4|Hitaladv na jiyu hasuhnohnvi.|ᎯᏔᎳᏛ Ꮎ ᏥᏳ ᎭᏑᏃᏅᎢ.|Moor the boat when you're through fishing.|
|ᏦᎢᏁ ᎢᎦ|4|Joine Iga jigesv gvwahnigida.|ᏦᎢᏁ ᎢᎦ ᏥᎨᏒ ᎬᏩᏂᎩᏓ.|He's been gone since Wednesday.|
|ᎪᏍᏚᎭᎢ|4|Kosduha nulstanv usulv unvja.|ᎪᏍᏚᎭ ᏄᎵᏍᏔᏅ ᎤᏑᎸ ᎤᏅᏣ.|His pants became dusty when he fell.|
|ᎤᏎᎦᏨᎢ, ᏎᎦᏨᎢ|4|Segajv usaladanv gageda nvya.|ᏎᎦᏨ ᎤᏌᎳᏓᏅ ᎦᎨᏓ ᏅᏯ.|He barely lifted the heavy rock.|
|ᏐᎢᏱ|4|Soiyi hwisgilada hia gasgilo.|ᏐᎢᏱ ᏫᏍᎩᎳᏓ ᎯᎠ ᎦᏍᎩᎶ.|Set this chair in the next room.|
|ᎦᏰᏍᏗ|4|Anije tuya anosda digahyesdi.|ᎠᏂᏤ ᏚᏯ ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ.|Green beans are good to eat.|
|ᏧᎦᏒᏍᏗ|4|Degaligas niga juksvsdi jigi?|ᏕᎦᎵᎦᏍ ᏂᎦ ᏧᏒᏍᏗ ᏥᎩ?|Is it smoky because of grass fires?|
|ᎤᎦᎾᏍᏓ|4|Doyu uniganasda hia aniwsvgi.|ᏙᏳ ᎤᏂᎦᎾᏍᏓ ᎯᎠ ᎠᏂᏩᏒᎩ.|These cantaloupes are really sweet.|
|ᏓᎦᏔᏍᏗᎭ|4|Duktastanv usgosdi ajvstv duktoyvsa.|ᏚᎦᏔᏍᏔᏅ ᎤᏍᎪᏍᏗ ᎠᏨᏍᏛ ᏚᎦᏙᏴᏌ.|He closed his eyes when he was blinded by a bright light.|
|ᎠᏟᎦ|4|Gadawosgv, ama udlijv jileni.|ᎦᏓᏬᏍᎬ, ᎠᎹ ᎤᏟᏨ ᏥᎴᏂ.|While I was swimming, water filled my ear.|
|ᏄᏩᏅᏗ|4|Gado usdi nijvnhdi hihnogeni?|ᎦᏙ ᎤᏍᏗ ᏂᏨᏅᏗ ᎯᏃᎨᏂ?|What do you have on your arm?|
|ᏓᏆᎳᎩᎠ|4|Gago dakwalagisge usv jigesv?|ᎦᎪ ᏓᏆᎳᎩᏍᎨ ᎤᏒ ᏥᎨᏒ?|Who was snoring last night?|
|ᎠᏙᎵᏍᏗᎭ|4|Gago utolstanei na dagwalela?|ᎦᎪ ᎤᏙᎵᏍᏔᏁᎢ Ꮎ ᏓᏆᎴᎳ?|Who loaned him the car?|
|ᎪᏪᎵᎠ|4|Gago unesdi gohweli hohwelia?|ᎦᎪ ᎤᏁᏍᏗ ᎪᏪᎵ ᎰᏪᎵᎠ?|Whose letter are you writing?|
|ᎡᎯ|4|Hadlv anehi na analasgalisgi?|ᎭᏢ ᎠᏁᎯ Ꮎ ᎠᎾᎳᏍᎦᎵᏍᎩ?|Where are those ball players from?|
|Ꮎ|4|Hadlv dehihvga na digagwatdi?|ᎭᏢ ᏕᎯᎲᎦ Ꮎ ᏗᎦᏆᏘᏗ.|Where did you put those wheels?|
|ᎠᎩᏠᏒᏍᏗᎢ|4|Hadlv iyv gohlv akihlosvsdii?|ᎭᏢ ᎢᏴ ᎪᏢ ᎠᎩᏠᏒᏍᏗᎢ?|Where are the stairs?|
|ᎠᏙᎵᏍᎦ|4|Hila igohida utohlisdi uduli?|ᎯᎳ ᎢᎪᎯᏓ ᎤᏙᏟᏍᏗ ᎤᏚᎵ?|How long does he want to borrow it?|
|ᎠᏣᏗ|4|Hila iyanii ajadi dehiniyvhe?|ᎯᎳ ᎢᏯᏂᎢ ᎠᏣᏗ ᏕᎯᏂᏴᎮ?|How many fish did you catch?|
|ᎡᎭ|4|Hisgi judetiyvda ehv Daligwa.|ᎯᏍᎩ ᏧᏕᏘᏴᏓ ᎡᎲ ᏓᎵᏆ.|He lived in Tahlequah for five years.|
|ᎤᏥ|4|Hlas yatvgia uji juhyanisgvi?|ᏝᏍ ᏯᏛᎩᎠ ᎤᏥ ᏧᏯᏂᏍᎬᎢ?|Doesn't he hear his mother calling him?|
|ᎠᏲᏍᎩ|4|Joi jutediyvda jiyosgi gesvi.|ᏦᎢ ᏧᏖᏗᏴᏓ ᏥᏲᏍᎩ ᎨᏒᎢ.|I was a soldier for three years.|
|ᎦᎵᏙᎭ|4|Jusga hlgv anilido diniyohli.|ᏧᏍᎦ ᏡᎬ ᎠᏂᎵᏙ ᏗᏂᏲᏟ.|The children are climbing around on an oak tree.|
|ᎣᏝ|4|Na ohla agvsgwosdohdi eskvsi.|Ꮎ ᎣᏝ ᎠᎬᏍᏉᏍᏙᏗ ᎡᏍᎬᏏ.|Hand me the face soap.|
|ᎤᎿᎸᎭ|4|Na asgaya nigohilv uhnalvsoi.|Ꮎ ᎠᏍᎦᏯ ᏂᎪᎯᎸ ᎤᎿᎸᏐᎢ.|The man is always angry.|
|ᎤᏑᎦᏢᎢ|4|Na wesa dusuhgahlv digosdayi.|Ꮎ ᏪᏌ ᏚᏑᎦᏢ ᏗᎪᏍᏓᏱ.|The cat's claws are sharp.|
|ᎠᏝᏫᏘᏗᏍᎩ|4|Nihis hahlawitdisgi hia jiyu?|ᏂᎯᏍ ᎭᏝᏫᏘᏗᏍᎩ ᎯᎠ ᏥᏳ?|Are you the one who flies this plane?|
|ᎦᏡᏍᎦ|4|Nvya junasdi uwatlunv nvnohi.|ᏅᏯ ᏧᎾᏍᏗ ᎤᏩᏡᏅ ᏅᏃᎯ.|He piled the gravel on the road.|
|ᎦᎴᏴᏍᎦ|4|Sdayi unolvna, hlgv uleyvsvi.|ᏍᏓᏱ ᎤᏃᎸᎾ, ᏡᎬ ᎤᎴᏴᏒᎢ.|When the wind blew hard, the tree fell.|
|ᎠᏴᏍᏙᏗᎢ|4|Sdudi ktoa ayvsdohdi dlogesi.|ᏍᏚᏗ ᎬᏙᎠ ᎠᏴᏍᏙᏗ ᏠᎨᏏ.|There is a gate at the entrance to the pasture.|
|ᎦᏁᎩᎠ|4|Suhliloda iga unvdi unegisvi.|ᏑᏟᎶᏓ ᎢᎦ ᎤᏅᏗ ᎤᏁᎩᏒᎢ.|He got a gallon of milk.|
|ᏌᎶᎵ|4|Talijone gvhdi jiyolv saloli.|ᏔᎵᏦᏁ ᎬᏗ ᏥᏲᎸ ᏌᎶᎵ.|I shot a squirrel with a 22 rifle.|
|ᏓᎦᏘᏅᏕᎠ|4|Yiduktinvdesa hla osda yagowhtisgoi.|ᏱᏚᎦᏘᏅᏕᏌ Ꮭ ᎣᏍᏓ ᏯᎪᏩᏘᏍᎪᎢ.|When he takes off his glasses, he doesn't see well.|
|ᎤᏍᎧ|4|Yvwi uska uhwahtvhv asgosgvi.|ᏴᏫ ᎤᏍᎧ ᎤᏩᏛᎲ ᎠᏍᎪᏍᎬᎢ.|He found a human skull while digging.|
|ᏚᏙᎠ|4|"Chief" dudoa gihli agwajelii.|"Chief" ᏚᏙᎠ ᎩᏟ ᎠᏆᏤᎵᎢ.|My dog's name is "Chief."|
|ᎠᏗᏙᏗ|4|Aditohdi gvhdi aditasga ugama.|ᎠᏗᏙᏗ ᎬᏗ ᎠᏗᏔᏍᎦ ᎤᎦᎹ.|He's drinking soup with a spoon.|
